,model,seed,$\ell(b(T))$,c_jac,c_deg,$\ell(q)$,$\ell(b(C))$,"$d_a(q,b(T))$","$d_{CC}(q,b(T))$","$d_a(q,b(C))$","$d_{CC}(q,b(C))$","$d_{CC}(b(C),b(T))$",time
11,ABCD,50,0.3788107251858315,0.0,-0.5,1.313299476886964,0.3743137460362728,1.1935843920045186,1.193584392004519,1.193521394940131,1.1901536769723824,0.18854398422553945,10.704576015472412
12,ABCD,50,0.3788107251858315,0.0,0.0,1.3133250836021175,0.37300842510529547,1.1936214284779143,1.1936214284779132,1.19352826603873,1.1891416527348049,0.21788609379117288,7.084170818328857
13,ABCD,50,0.3788107251858315,0.1,-6.0,1.4022272257917552,0.5412116770931932,1.3229546584081493,1.3229546584081473,1.3222386509341768,1.3681583685264211,0.8371707141548504,103.11708736419678
14,ABCD,50,0.3788107251858315,0.1,-5.5,1.3912943271407097,0.42386165103717305,1.3069775388010907,1.3069775388010907,1.3066185045668695,1.32523849978678,0.4813039961338479,123.92901921272278
15,ABCD,50,0.3788107251858315,0.1,-5.0,1.3797753998118176,0.39132524659222906,1.290163631430137,1.2901636314301368,1.289964719365047,1.2959122288329292,0.2567147414611465,111.96780204772949
16,ABCD,50,0.3788107251858315,0.1,-4.5,1.367792616600813,0.3874967759257199,1.2726953049206304,1.272695304920628,1.2725648007046488,1.2770400151976462,0.21473605924301242,81.38197493553162
17,ABCD,50,0.3788107251858315,0.1,-4.0,1.3555450439704138,0.38250723805163195,1.254866251375331,1.254866251375329,1.2548321503678932,1.2569312238791697,0.14082963375211277,71.57005572319031
18,ABCD,50,0.3788107251858315,0.1,-3.5,1.3433249377083953,0.3812932017236205,1.237104072727404,1.2371040727274032,1.2370692105774928,1.238548824882972,0.11555937817732481,90.533771276474
19,ABCD,50,0.3788107251858315,0.1,-3.0,1.3315255379921838,0.37989195918898216,1.219980215071688,1.219980215071688,1.219970324986552,1.2206633725126044,0.07637939529453687,95.70994782447815
20,ABCD,50,0.3788107251858315,0.1,-2.5,1.3206313568575077,0.3788107251858315,1.2041945447636762,1.204194544763674,1.2041945447636762,1.204194544763674,0.0,71.51788640022278
21,ABCD,50,0.3788107251858315,0.1,-2.0,1.3111821081341222,0.3788107251858315,1.1905224013473656,1.190522401347363,1.1905224013473656,1.190522401347363,0.0,73.41572856903076
22,ABCD,50,0.3788107251858315,0.1,-1.5,1.303707209039397,0.3788107251858315,1.1797204305577798,1.1797204305577782,1.1797204305577798,1.1797204305577782,0.0,70.2056941986084
23,ABCD,50,0.3788107251858315,0.1,-1.0,1.2986400777446652,0.3788107251858315,1.1724048674696128,1.1724048674696115,1.1724048674696128,1.1724048674696115,0.0,68.83661484718323
24,ABCD,50,0.3788107251858315,0.1,-0.5,1.296235606124254,0.3788107251858315,1.1689354585615923,1.1689354585615912,1.1689354585615923,1.1689354585615912,0.0,67.68092131614685
25,ABCD,50,0.3788107251858315,0.1,0.0,1.2965202134337643,0.37797616938164036,1.1693460505153381,1.1693460505153381,1.169352686492895,1.1687279431343904,0.07542697677389774,65.00331926345825
26,ABCD,50,0.3788107251858315,0.2,-6.0,1.3886698324872446,0.42391032535411904,1.3031448121112268,1.3031448121112263,1.3026618813038084,1.3214030486777668,0.47154586368444923,81.94407868385315
27,ABCD,50,0.3788107251858315,0.2,-5.5,1.3772093709444884,0.3960744290780089,1.286420922518565,1.2864209225185639,1.2861893105575166,1.2944567975447316,0.3000272990498457,92.73355054855347
28,ABCD,50,0.3788107251858315,0.2,-5.0,1.3651738162223706,0.3874967759257199,1.2688808649238397,1.2688808649238394,1.2687215471275428,1.2732098142671502,0.21473605924301242,81.13366723060608
29,ABCD,50,0.3788107251858315,0.2,-4.5,1.3526998809711561,0.3860106026041929,1.250728296628318,1.2507282966283175,1.250644951528554,1.2547136849819047,0.19581225969755503,82.82241821289062
30,ABCD,50,0.3788107251858315,0.2,-4.0,1.3400037740483737,0.3812932017236205,1.232281519791885,1.2322815197918866,1.232233791562841,1.233713994687466,0.11555937817732481,67.89418768882751
31,ABCD,50,0.3788107251858315,0.2,-3.5,1.3273963177576074,0.3812932017236205,1.2139941508735703,1.2139941508735692,1.2139728620525119,1.2155881520644085,0.11555937817732481,72.354660987854
32,ABCD,50,0.3788107251858315,0.2,-3.0,1.3152886679917013,0.37989195918898216,1.1964618873149526,1.1964618873149528,1.196456606725769,1.1972080738781976,0.07637939529453687,63.450581312179565
33,ABCD,50,0.3788107251858315,0.2,-2.5,1.3041798405658385,0.3788107251858315,1.1804030706211306,1.180403070621132,1.1804030706211306,1.180403070621132,0.0,67.62916374206543
34,ABCD,50,0.3788107251858315,0.2,-2.0,1.2946179167275857,0.3788107251858315,1.1666020267303128,1.1666020267303125,1.1666020267303128,1.1666020267303125,0.0,62.14232611656189
35,ABCD,50,0.3788107251858315,0.2,-1.5,1.2871329761240489,0.3788107251858315,1.155813133148463,1.155813133148463,1.1558131331484631,1.1558131331484636,0.0,53.035409688949585
36,ABCD,50,0.3788107251858315,0.2,-1.0,1.2821519107115116,0.3788107251858315,1.1486405173840688,1.1486405173840704,1.1486405173840688,1.1486405173840704,0.0,69.35522150993347
37,ABCD,50,0.3788107251858315,0.2,-0.5,1.27991844563988,0.3788107251858315,1.1454262667719841,1.1454262667719848,1.1454262667719841,1.1454262667719848,0.0,68.91323161125183
38,ABCD,50,0.3788107251858315,0.2,0.0,1.2804465019548983,0.3788107251858315,1.1461861032862792,1.14618610328628,1.1461861032862792,1.14618610328628,0.0,63.5289249420166
39,ABCD,50,0.3788107251858315,0.30000000000000004,-6.0,1.375367937344428,0.3991146476775033,1.2837357398984528,1.2837357398984508,1.283462920442362,1.2931895644177427,0.3243542036219643,71.34094452857971
40,ABCD,50,0.3788107251858315,0.30000000000000004,-5.5,1.3634232881762796,0.3874967759257199,1.266331774022112,1.266331774022111,1.2661470001141457,1.2706334448992975,0.21473605924301242,66.69147872924805
41,ABCD,50,0.3788107251858315,0.30000000000000004,-5.0,1.350920422555617,0.3860106026041929,1.2481410319475836,1.2481410319475836,1.2480313149572155,1.2520900867554947,0.19581225969755503,86.2753221988678
42,ABCD,50,0.3788107251858315,0.30000000000000004,-4.5,1.338010258876422,0.38282893359760817,1.229387816481534,1.2293878164815324,1.229327649252788,1.2317636798586447,0.1467792979316538,92.9220039844513
43,ABCD,50,0.3788107251858315,0.30000000000000004,-4.0,1.3249250898974616,0.3812932017236205,1.21041329139056,1.2104132913905588,1.2103786198764823,1.2119876611952258,0.11555937817732481,105.01508975028992
44,ABCD,50,0.3788107251858315,0.30000000000000004,-3.5,1.3119922970124978,0.37989195918898216,1.1916939271255313,1.1916939271255305,1.191681723930093,1.1924310573294463,0.07637939529453687,107.43844747543335
45,ABCD,50,0.3788107251858315,0.30000000000000004,-3.0,1.2996378816384253,0.37989195918898216,1.1738449762159744,1.1738449762159715,1.1738443385218273,1.1746529750892771,0.07637939529453687,61.98450994491577
46,ABCD,50,0.3788107251858315,0.30000000000000004,-2.5,1.2883713523863403,0.3788107251858315,1.1575972592310855,1.157597259231085,1.1575972592310855,1.157597259231085,0.0,61.07742714881897
47,ABCD,50,0.3788107251858315,0.30000000000000004,-2.0,1.2787446590443676,0.3788107251858315,1.143737505252443,1.1437375052524434,1.143737505252443,1.1437375052524434,0.0,69.03861021995544
48,ABCD,50,0.3788107251858315,0.30000000000000004,-1.5,1.2712843158938236,0.3788107251858315,1.1330117751125706,1.1330117751125683,1.1330117751125706,1.1330117751125683,0.0,60.348201513290405
49,ABCD,50,0.3788107251858315,0.30000000000000004,-1.0,1.2664075974017188,0.3788107251858315,1.1260077953286711,1.1260077953286705,1.1260077953286711,1.1260077953286705,0.0,62.027976751327515
50,ABCD,50,0.3788107251858315,0.30000000000000004,-0.5,1.2643457675984404,0.3788107251858315,1.1230483338363444,1.1230483338363444,1.1230483338363444,1.1230483338363444,0.0,71.3665120601654
51,ABCD,50,0.3788107251858315,0.30000000000000004,0.0,1.2651009565849312,0.3788107251858315,1.1241321778156081,1.1241321778156081,1.1241321778156081,1.1241321778156081,0.0,55.89489221572876
52,ABCD,50,0.3788107251858315,0.4,-6.0,1.3623356756460439,0.3892730716833018,1.2647482779574328,1.2647482779574322,1.2645380373014872,1.2699625917139699,0.2352309378048912,71.5409038066864
53,ABCD,50,0.3788107251858315,0.4,-5.5,1.3499506898452345,0.3874967759257199,1.2467313218707339,1.2467313218707343,1.2465954036520923,1.2514851709574475,0.21473605924301242,81.5048086643219
54,ABCD,50,0.3788107251858315,0.4,-5.0,1.3370298801995724,0.38282893359760817,1.2279650213522244,1.2279650213522237,1.2278887618899557,1.2303076901912893,0.1467792979316538,82.23181200027466
55,ABCD,50,0.3788107251858315,0.4,-4.5,1.323737866497157,0.3812932017236205,1.2086934214245058,1.2086934214245049,1.208646751603621,1.2102429262731327,0.11555937817732481,73.14362716674805
56,ABCD,50,0.3788107251858315,0.4,-4.0,1.3103218043514624,0.3812932017236205,1.189278563379336,1.1892785633793372,1.1892569758619935,1.1909925584747885,0.11555937817732481,57.37705087661743
57,ABCD,50,0.3788107251858315,0.4,-3.5,1.2971235197864885,0.37989195918898216,1.1702164773275554,1.1702164773275578,1.1702087974080198,1.1710126486176249,0.07637939529453687,59.54329586029053
58,ABCD,50,0.3788107251858315,0.4,-3.0,1.2845808015696027,0.3788107251858315,1.1521373403611224,1.152137340361123,1.1521373403611224,1.152137340361123,0.0,57.37709999084473
59,ABCD,50,0.3788107251858315,0.4,-2.5,1.2732098304286832,0.3788107251858315,1.1357788058499405,1.1357788058499425,1.1357788058499405,1.1357788058499425,0.0,50.6800434589386
60,ABCD,50,0.3788107251858315,0.4,-2.0,1.2635623140010224,0.3788107251858315,1.1219240736689748,1.1219240736689764,1.1219240736689748,1.1219240736689764,0.0,60.94063091278076
61,ABCD,50,0.3788107251858315,0.4,-1.5,1.2561575049180314,0.3788107251858315,1.1113056926345908,1.1113056926345917,1.1113056926345908,1.1113056926345917,0.0,59.0547833442688
62,ABCD,50,0.3788107251858315,0.4,-1.0,1.2514005115393019,0.3788107251858315,1.1044915380682532,1.1044915380682536,1.1044915380682532,1.1044915380682536,0.0,60.62761449813843
63,ABCD,50,0.3788107251858315,0.4,-0.5,1.2495092337548295,0.3788107251858315,1.1017839842207562,1.1017839842207608,1.1017839842207562,1.1017839842207608,0.0,58.908936738967896
64,ABCD,50,0.3788107251858315,0.4,0.0,1.2504748436464623,0.3788107251858315,1.1031662368329542,1.103166236832955,1.1031662368329542,1.103166236832955,0.0,59.14144444465637
65,ABCD,50,0.3788107251858315,0.5,-6.0,1.3495853010392007,0.3874967759257199,1.2462001974334833,1.2462001974334824,1.2460393921369284,1.2508953592575782,0.21473605924301242,62.191807985305786
66,ABCD,50,0.3788107251858315,0.5,-5.5,1.3368038685621377,0.3860106026041929,1.2276370436649744,1.227637043664972,1.2275419576713487,1.2319070766348434,0.19581225969755503,70.6266131401062
67,ABCD,50,0.3788107251858315,0.5,-5.0,1.3235140292871233,0.3812932017236205,1.2083691920955293,1.2083691920955286,1.2083118261143442,1.2098906455127039,0.11555937817732481,65.27066206932068
68,ABCD,50,0.3788107251858315,0.5,-4.5,1.3098934437070122,0.3812932017236205,1.188659293309005,1.1886592933090037,1.188625155819047,1.1903414501712375,0.11555937817732481,62.84777879714966
69,ABCD,50,0.3788107251858315,0.5,-4.0,1.296202775368413,0.37989195918898216,1.1688880960704,1.1688880960703978,1.1688740016371415,1.1696691892120734,0.07637939529453687,53.64214515686035
70,ABCD,50,0.3788107251858315,0.5,-3.5,1.2827961179185916,0.37989195918898216,1.1495678343998095,1.1495678343998068,1.1495647003574276,1.1504218825086072,0.07637939529453687,51.16267013549805
71,ABCD,50,0.3788107251858315,0.5,-3.0,1.2701200570001983,0.3788107251858315,1.131339130717741,1.1313391307177372,1.131339130717741,1.1313391307177372,0.0,50.75598764419556
72,ABCD,50,0.3788107251858315,0.5,-2.5,1.2586938700429244,0.3788107251858315,1.1149412530308247,1.1149412530308225,1.1149412530308247,1.1149412530308225,0.0,50.04206156730652
73,ABCD,50,0.3788107251858315,0.5,-2.0,1.249065337604879,0.3788107251858315,1.1011486356577436,1.1011486356577407,1.1011486356577436,1.1011486356577407,0.0,52.07386898994446
74,ABCD,50,0.3788107251858315,0.5,-1.5,1.2417432926075618,0.3788107251858315,1.0906759670758133,1.0906759670758104,1.0906759670758133,1.0906759670758104,0.0,50.23605275154114
75,ABCD,50,0.3788107251858315,0.5,-1.0,1.2371186460828552,0.3788107251858315,1.084068610574549,1.0840686105745458,1.084068610574549,1.0840686105745458,0.0,57.15387487411499
76,ABCD,50,0.3788107251858315,0.5,-0.5,1.2353953784226042,0.3788107251858315,1.0816079825640945,1.0816079825640914,1.0816079825640945,1.0816079825640914,0.0,57.84952092170715
77,ABCD,50,0.3788107251858315,0.5,0.0,1.236554619623913,0.3788107251858315,1.083263158576894,1.083263158576889,1.083263158576894,1.083263158576889,0.0,52.966148138046265
78,ABCD,50,0.3788107251858315,0.6000000000000001,-6.0,1.3371272032579464,0.3860106026041929,1.2281062551513198,1.2281062551513187,1.2279884873504514,1.2323079957230187,0.19581225969755503,60.10036277770996
79,ABCD,50,0.3788107251858315,0.6000000000000001,-5.5,1.32399285194911,0.38282893359760817,1.2090627816069985,1.209062781606996,1.2089907497280772,1.2115644018088392,0.1467792979316538,60.13097047805786
80,ABCD,50,0.3788107251858315,0.6000000000000001,-5.0,1.3103819957313363,0.3812932017236205,1.1893655836753245,1.1893655836753219,1.1893201840122778,1.1910129733006438,0.11555937817732481,59.04816222190857
81,ABCD,50,0.3788107251858315,0.6000000000000001,-4.5,1.2964845369036644,0.3812932017236205,1.169294580368981,1.169294580368978,1.169272983606964,1.1711072396258912,0.11555937817732481,57.86002445220947
82,ABCD,50,0.3788107251858315,0.6000000000000001,-4.0,1.2825731892688566,0.37989195918898216,1.1492469242619383,1.149246924261939,1.1492372259728967,1.1500832212587033,0.07637939529453687,58.746023654937744
83,ABCD,50,0.3788107251858315,0.6000000000000001,-3.5,1.2690121175840952,0.3788107251858315,1.129747704461092,1.1297477044610897,1.129747704461092,1.1297477044610897,0.0,56.46577334403992
84,ABCD,50,0.3788107251858315,0.6000000000000001,-3.0,1.2562538299217554,0.3788107251858315,1.1114437327545965,1.1114437327545934,1.1114437327545965,1.1114437327545934,0.0,54.402503967285156
85,ABCD,50,0.3788107251858315,0.6000000000000001,-2.5,1.24481741132591,0.3788107251858315,1.095071156599717,1.095071156599715,1.095071156599717,1.095071156599715,0.0,49.18835186958313
86,ABCD,50,0.3788107251858315,0.6000000000000001,-2.0,1.2352434752654395,0.3788107251858315,1.0813911203085058,1.081391120308505,1.0813911203085058,1.081391120308505,0.0,47.92117261886597
87,ABCD,50,0.3788107251858315,0.6000000000000001,-1.5,1.2280278036284806,0.3788107251858315,1.0710969174669493,1.071096917466948,1.0710969174669493,1.071096917466948,0.0,48.61029314994812
88,ABCD,50,0.3788107251858315,0.6000000000000001,-1.0,1.223545558579508,0.3788107251858315,1.0647094570146884,1.064709457014688,1.0647094570146884,1.064709457014688,0.0,51.57699275016785
89,ABCD,50,0.3788107251858315,0.6000000000000001,-0.5,1.221986546275524,0.3788107251858315,1.0624890649163392,1.0624890649163388,1.0624890649163392,1.0624890649163388,0.0,58.5693678855896
90,ABCD,50,0.3788107251858315,0.6000000000000001,0.0,1.2233228164562484,0.3788107251858315,1.0643921800388307,1.0643921800388294,1.0643921800388307,1.0643921800388294,0.0,52.07094931602478
91,ABCD,50,0.3788107251858315,0.7000000000000001,-6.0,1.3249699494692668,0.38282893359760817,1.210478282790982,1.2104782827909795,1.2103926583854756,1.2129313506794293,0.1467792979316538,57.61775064468384
92,ABCD,50,0.3788107251858315,0.7000000000000001,-5.5,1.3115254843472852,0.3812932017236205,1.1910189031429033,1.1910189031429024,1.1909634355312098,1.1926302165473568,0.11555937817732481,66.96434235572815
93,ABCD,50,0.3788107251858315,0.7000000000000001,-5.0,1.2976403305922866,0.3812932017236205,1.1709621765737404,1.1709621765737392,1.1709287562870372,1.1727335932205167,0.11555937817732481,64.408371925354
94,ABCD,50,0.3788107251858315,0.7000000000000001,-4.5,1.2835157163404407,0.37989195918898216,1.1506037897691221,1.15060378976912,1.1505881341538244,1.1514203644585908,0.07637939529453687,58.183377265930176
95,ABCD,50,0.3788107251858315,0.7000000000000001,-4.0,1.26943487716384,0.37989195918898216,1.1303549141898923,1.1303549141898908,1.1303496257349872,1.1312453259754334,0.07637939529453687,60.35783910751343
96,ABCD,50,0.3788107251858315,0.7000000000000001,-3.5,1.2557698728420363,0.3788107251858315,1.1107502138907936,1.1107502138907932,1.1107502138907936,1.1107502138907932,0.0,50.069599866867065
97,ABCD,50,0.3788107251858315,0.7000000000000001,-3.0,1.242976415424447,0.3788107251858315,1.0924387145235823,1.092438714523579,1.0924387145235823,1.092438714523579,0.0,51.51980972290039
98,ABCD,50,0.3788107251858315,0.7000000000000001,-2.5,1.2315704224565496,0.3788107251858315,1.076149223733306,1.076149223733303,1.076149223733306,1.076149223733303,0.0,59.32630276679993
99,ABCD,50,0.3788107251858315,0.7000000000000001,-2.0,1.2220825484617461,0.3788107251858315,1.0626257747626844,1.0626257747626822,1.0626257747626844,1.0626257747626822,0.0,48.05131983757019
100,ABCD,50,0.3788107251858315,0.7000000000000001,-1.5,1.2149933941605304,0.3788107251858315,1.0525374923037283,1.052537492303724,1.0525374923037283,1.052537492303724,0.0,48.46337842941284
101,ABCD,50,0.3788107251858315,0.7000000000000001,-1.0,1.210661255202138,0.3788107251858315,1.046379526465311,1.0463795264653084,1.046379526465311,1.0463795264653084,0.0,23.160369873046875
102,ABCD,50,0.3788107251858315,0.7000000000000001,-0.5,1.20926176194225,0.3788107251858315,1.0443913348268898,1.0443913348268867,1.0443913348268898,1.0443913348268867,0.0,16.38021731376648
103,ABCD,50,0.3788107251858315,0.7000000000000001,0.0,1.2107588604505297,0.3788107251858315,1.0465182101783648,1.046518210178363,1.0465182101783648,1.046518210178363,0.0,15.160953044891357
104,ABCD,50,0.3788107251858315,0.8,-6.0,1.3131203460480205,0.38282893359760817,1.1933253085990774,1.193325308599078,1.1932573611739845,1.1959617809837086,0.1467792979316538,19.762768983840942
105,ABCD,50,0.3788107251858315,0.8,-5.5,1.299407531917548,0.3812932017236205,1.1735124977940736,1.1735124977940747,1.1734684505085429,1.1752416730440833,0.11555937817732481,20.445709943771362
106,ABCD,50,0.3788107251858315,0.8,-5.0,1.2852931745651985,0.3812932017236205,1.1531631899138148,1.1531631899138155,1.1531417434638453,1.1550566302196654,0.11555937817732481,19.585758447647095
107,ABCD,50,0.3788107251858315,0.8,-4.5,1.2709888178589,0.37989195918898216,1.1325872136877622,1.1325872136877617,1.1325758002937758,1.1334553930515217,0.07637939529453687,19.929272890090942
108,ABCD,50,0.3788107251858315,0.8,-4.0,1.2567866511849095,0.37989195918898216,1.1122073433418196,1.1122073433418214,1.112206469053366,1.1131507421707223,0.07637939529453687,19.62060785293579
109,ABCD,50,0.3788107251858315,0.8,-3.5,1.2430645092619865,0.3788107251858315,1.0925646598078542,1.092564659807855,1.0925646598078542,1.092564659807855,0.0,16.93429446220398
110,ABCD,50,0.3788107251858315,0.8,-3.0,1.2302787768426944,0.3788107251858315,1.074306749757097,1.0743067497571008,1.074306749757097,1.0743067497571008,0.0,20.08404016494751
111,ABCD,50,0.3788107251858315,0.8,-2.5,1.2189395581607143,0.3788107251858315,1.0581513910886278,1.0581513910886293,1.0581513910886278,1.0581513910886293,0.0,16.65409827232361
112,ABCD,50,0.3788107251858315,0.8,-2.0,1.2095651952330964,0.3788107251858315,1.0448223604876627,1.0448223604876647,1.0448223604876627,1.0448223604876647,0.0,16.40318250656128
113,ABCD,50,0.3788107251858315,0.8,-1.5,1.2026194430142674,0.3788107251858315,1.0349625337177502,1.0349625337177524,1.0349625337177502,1.0349625337177524,0.0,16.28252387046814
114,ABCD,50,0.3788107251858315,0.8,-1.0,1.1984429967729902,0.3788107251858315,1.0290405507925708,1.0290405507925733,1.0290405507925708,1.0290405507925733,0.0,16.384860515594482
115,ABCD,50,0.3788107251858315,0.8,-0.5,1.1971975169884799,0.3788107251858315,1.0272755055626515,1.0272755055626541,1.0272755055626515,1.0272755055626541,0.0,15.955177783966064
116,ABCD,50,0.3788107251858315,0.8,0.0,1.1988398122329258,0.3788107251858315,1.0296029969852234,1.0296029969852258,1.0296029969852234,1.0296029969852258,0.0,14.711185455322266
117,ABCD,50,0.3788107251858315,0.9,-6.0,1.3015835174223465,0.3812932017236205,1.1766537055441995,1.1766537055441961,1.1766001295936703,1.1783408306237244,0.11555937817732481,20.30591654777527
118,ABCD,50,0.3788107251858315,0.9,-5.5,1.2876428062031189,0.3812932017236205,1.1565476014179608,1.156547601417958,1.1565149751254704,1.1583928645728838,0.11555937817732481,19.502766609191895
119,ABCD,50,0.3788107251858315,0.9,-5.0,1.2733424406500913,0.37989195918898216,1.1359694042653419,1.1359694042653388,1.135952443546781,1.136814465428286,0.07637939529453687,19.808783054351807
120,ABCD,50,0.3788107251858315,0.9,-4.5,1.2589031997255509,0.37989195918898216,1.115241373151762,1.115241373151758,1.115234208893864,1.116160153642555,0.07637939529453687,20.08763360977173
121,ABCD,50,0.3788107251858315,0.9,-4.0,1.244624648764045,0.3788107251858315,1.09479548371122,1.0947954837112197,1.09479548371122,1.0947954837112197,0.0,20.321511030197144
122,ABCD,50,0.3788107251858315,0.9,-3.5,1.2308883637511674,0.3788107251858315,1.0751762417465724,1.0751762417465698,1.0751762417465724,1.0751762417465698,0.0,19.86096978187561
123,ABCD,50,0.3788107251858315,0.9,-3.0,1.218149080568518,0.3788107251858315,1.057026492646644,1.0570264926466386,1.057026492646644,1.0570264926466386,0.0,16.489800214767456
124,ABCD,50,0.3788107251858315,0.9,-2.5,1.2069087781352168,0.3788107251858315,1.0410498207762142,1.0410498207762084,1.0410498207762142,1.0410498207762084,0.0,16.50017809867859
125,ABCD,50,0.3788107251858315,0.9,-2.0,1.1976715506305182,0.3788107251858315,1.0279472342303568,1.0279472342303548,1.0279472342303568,1.0279472342303548,0.0,16.507126092910767
126,ABCD,50,0.3788107251858315,0.9,-1.5,1.1908830659687213,0.3788107251858315,1.018333899550883,1.0183338995508782,1.018333899550883,1.0183338995508782,0.0,16.617656469345093
127,ABCD,50,0.3788107251858315,0.9,-1.0,1.1868660175565422,0.3788107251858315,1.0126516646055252,1.012651664605524,1.0126516646055252,1.012651664605524,0.0,16.101871967315674
128,ABCD,50,0.3788107251858315,0.9,-0.5,1.1857684670061914,0.3788107251858315,1.0110999814922623,1.0110999814922594,1.0110999814922623,1.0110999814922594,0.0,15.994632244110107
129,ABCD,50,0.3788107251858315,0.9,0.0,1.1875410215812439,0.3788107251858315,1.0136061428396537,1.0136061428396521,1.0136061428396537,1.0136061428396521,0.0,15.093570709228516
130,ABCD,50,0.3788107251858315,1.0,-6.0,1.2903629986184346,0.3812932017236205,1.1604673599169648,1.1604673599169628,1.160424665289821,1.1622649600693786,0.11555937817732481,19.750888109207153
131,ABCD,50,0.3788107251858315,1.0,-5.5,1.276233301397264,0.37989195918898216,1.140125439611937,1.1401254396119365,1.1401034791960074,1.1409472599558104,0.07637939529453687,19.545140504837036
132,ABCD,50,0.3788107251858315,1.0,-5.0,1.2617880085803124,0.37989195918898216,1.1193784986705388,1.1193784986705404,1.1193656113884614,1.1202718425137501,0.07637939529453687,19.30027461051941
133,ABCD,50,0.3788107251858315,1.0,-4.5,1.247256006345539,0.37989195918898216,1.0985594659936067,1.0985594659936044,1.098556549685326,1.0995278146271914,0.07637939529453687,19.53642702102661
134,ABCD,50,0.3788107251858315,1.0,-4.0,1.2329426750734795,0.3788107251858315,1.0781071726268592,1.0781071726268585,1.0781071726268592,1.0781071726268585,0.0,19.503461360931396
135,ABCD,50,0.3788107251858315,1.0,-3.5,1.2192314095706425,0.3788107251858315,1.0585667575725441,1.0585667575725446,1.0585667575725441,1.0585667575725446,0.0,19.553457260131836
136,ABCD,50,0.3788107251858315,1.0,-3.0,1.2065731993495983,0.3788107251858315,1.0405733880178007,1.0405733880177983,1.0405733880178007,1.0405733880177983,0.0,16.033159971237183
137,ABCD,50,0.3788107251858315,1.0,-2.5,1.1954599152524232,0.3788107251858315,1.0248138005600924,1.0248138005600924,1.0248138005600924,1.0248138005600924,0.0,16.373902797698975
138,ABCD,50,0.3788107251858315,1.0,-2.0,1.1863798589926557,0.3788107251858315,1.0119643042786848,1.011964304278683,1.0119643042786848,1.011964304278683,0.0,16.66981816291809
139,ABCD,50,0.3788107251858315,1.0,-1.5,1.1797597477441255,0.3788107251858315,1.0026114387464051,1.0026114387464036,1.0026114387464051,1.0026114387464036,0.0,16.469965934753418
140,ABCD,50,0.3788107251858315,1.0,-1.0,1.1759041535784855,0.3788107251858315,0.9971703667604969,0.9971703667604948,0.9971703667604969,0.9971703667604948,0.0,19.60594868659973
141,ABCD,50,0.3788107251858315,1.0,-0.5,1.174948037120468,0.3788107251858315,0.995821780524637,0.9958217805246362,0.995821780524637,0.9958217805246362,0.0,16.988470792770386
142,ABCD,50,0.3788107251858315,1.0,0.0,1.17683669600845,0.3788107251858315,0.9984859705597066,0.9984859705597062,0.9984859705597066,0.9984859705597062,0.0,15.400187492370605
